app_name,UI,gesture_x,gesture_y,bounds,classified_class,clickable,ancestors_cnt,siblings_cnt,ancestors,siblings,Hierarchy_Depth,Nesting_Level,top_spacing,bottom_spacing,left_spacing,right_spacing,total_components,descendant_count,descendant_classes
com.dic_o.dico_eng_fra,498,609.6,144.0,"[169, 125, 1045, 210]",TextButton,False,7,2,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'TextButton']","['TextButton', 'TextButton']",10,6,0.0,0.0,0.0,0.0309734513274336,87,2,"['TextButton', 'TextButton']"
com.disney.shopdisneyparks_goo,457,282.6666666666667,534.6666666666667,"[0, 252, 1440, 2392]",Other,False,8,5,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']","['Other', 'Other', 'Other', 'Other', 'Other']",20,7,0.0,0.0,0.0,0.0,240,210,"['Other', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'Image', 'Image', 'Image', 'Image', 'Image', 'Other', 'Other', 'Other', 'Other', 'Other', 'Image', 'TextButton', 'Other', 'Other', 'Image', 'TextButton', 'Other', 'Other', 'Image', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'Other', 'Image', 'Other', 'Other', 'TextButton', 'TextButton', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'Other', 'Other', 'Image', 'Other', 'Other', 'Image', 'Image', 'Image', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'Other', 'Other', 'Image', 'Image', 'Image', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'Other', 'Other', 'Image', 'Image', 'Image', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'Other', 'Other', 'Image', 'Image', 'Image', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'Other', 'TextButton', 'Video', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'Other', 'TextButton', 'Other', 'TextButton', 'Other', 'TextButton', 'Other', 'TextButton', 'Other', 'TextButton', 'Other', 'TextButton', 'Other', 'TextButton', 'Other', 'TextButton', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton']"
com.duobao.us,229,237.3333333333333,161.33333333333331,"[217, 125, 475, 225]",TextButton,False,6,4,"['Other', 'Other', 'Other', 'Other', 'Other', 'TextButton']","['Image', 'TextButton', 'Other', 'TextButton']",7,5,0.2252747252747252,0.2252747252747252,0.1506944444444444,0.6701388888888888,24,4,"['Image', 'TextButton', 'Other', 'TextButton']"
com.e3datasolutions.bluecard,251,469.33333333333337,1842.6666666666667,"[0, 0, 1440, 2392]",Other,True,5,1,"['Other', 'Other', 'Other', 'Other', 'Other']",['Other'],5,4,0.0,0.0,0.0,0.0,6,1,['Other']
com.embarcadero.VipApp,24,626.6666666666666,2202.666666666667,"[0, 0, 1440, 84]",Other,False,2,3,"['Other', 'Other']","['Other', 'Other', 'Other']",5,1,0.0,0.9015625,0.0,0.0,8,7,"['Other', 'Other', 'Other', 'Other', 'WebView', 'Other', 'Other']"
com.ethnico,118,678.6666666666666,1990.6666666666663,"[0, 0, 1440, 84]",Other,False,2,3,"['Other', 'Other']","['Other', 'Other', 'Other']",7,1,0.0,0.9015625,0.0,0.0,20,19,"['Other', 'Other', 'Other', 'Other', 'Other', 'Image', 'Other', 'Image', 'Other', 'Other', 'Other', 'Image', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']"
com.femmes.recettesBeauteNaturelle,567,206.66666666666663,982.6666666666666,"[0, 0, 1440, 84]",Other,False,2,3,"['Other', 'Other']","['Other', 'Other', 'Other']",14,1,0.0,0.9015625,0.0,0.0,49,48,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Toolbar', 'TextButton', 'Image', 'Other', 'Image', 'Image', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Image', 'Other', 'TextButton', 'Other', 'WebView', 'Other', 'Other', 'Other', 'Other', 'Image', 'Other', 'TextButton', 'Other', 'WebView', 'Other', 'Other', 'Other', 'Other', 'Image', 'Other', 'TextButton', 'Other', 'WebView', 'Advertisement', 'Other', 'WebView', 'WebView', 'Other', 'Other']"
com.firstdata.moneynetwork,588,470.4,373.33333333333337,"[0, 0, 1440, 84]",Other,False,2,3,"['Other', 'Other']","['Other', 'Other', 'Other']",12,1,0.0,0.9015625,0.0,0.0,35,34,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Toolbar', 'TextButton', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'ListItem', 'Other', 'TextButton', 'Image', 'Other', 'TextButton', 'Image', 'Other', 'TextButton', 'Image', 'Other', 'ListItem', 'Image', 'Other', 'Other']"
com.fiserv.touchbankingasp,106,496.0,312.0,"[0, 238, 1440, 427]",Other,False,14,6,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']","['Other', 'Other', 'Other', 'Other', 'Other', 'Other']",16,13,0.0,0.0372935535428875,0.0,0.0,39,8,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']"
com.fourtechnologies.mynetdiary.ad,53,600.0,746.6666666666667,"[0, 0, 1440, 84]",Other,False,2,3,"['Other', 'Other']","['Other', 'Other', 'Other']",15,1,0.0,0.9015625,0.0,0.0,38,37,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Toolbar', 'Other', 'Other', 'Other', 'Other', 'Other', 'Image', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']"
com.freeletics.lite,234,748.8000000000001,197.33333333333331,"[0, 0, 0, 2392]",Image,False,9,5,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Image']","['Image', 'Image', 'Image', 'Other', 'Other']",15,8,0.0,0.0,0.0,0.3388888888888889,40,27,"['Image', 'Image', 'Image', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'Other', 'Input', 'Input', 'Input', 'Input', 'Other', 'Image', 'Image', 'TextButton']"
com.gdff,533,734.6666666666666,1210.6666666666663,"[301, 935, 1138, 1582]",TextButton,False,12,2,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'TextButton']","['TextButton', 'Other']",14,11,0.0,0.1932668329177057,0.0,0.0,77,2,"['TextButton', 'Other']"
com.gexperts.ontrack,75,497.33333333333337,513.3333333333334,"[0, 458, 1440, 600]",TextButton,False,7,6,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'TextButton']","['TextButton', 'TextButton', 'Other', 'Other', 'Other', 'Other']",11,6,0.0543840177580466,0.0543840177580466,0.0,0.0,37,22,"['TextButton', 'TextButton', 'Other', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'Other', 'Input', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'Other', 'Input', 'Other', 'Other', 'TextButton', 'Other']"
com.gizmoquip.smstracker,198,388.0,336.0,"[0, 0, 1440, 2392]",Image,False,7,2,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Image']","['Image', 'Other']",10,6,0.0,0.0,0.0,0.0,118,7,"['Image', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'TextButton']"
com.gm.cadillac.nomad.ownership,817,196.0,480.0,"[0, 0, 1440, 84]",Other,False,2,3,"['Other', 'Other']","['Other', 'Other', 'Other']",16,1,0.0,0.9015625,0.0,0.0,64,63,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Image', 'Other', 'Image', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Image', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Image', 'TextButton', 'Other', 'Image', 'Other', 'Other', 'Other', 'Image', 'Image', 'Other', 'Image', 'Image', 'Other', 'Other', 'Other', 'Other', 'Toolbar', 'TextButton', 'Other', 'Other', 'Other', 'Other']"
com.gopro.android.training,185,700.0,1380.0,"[0, 84, 1440, 2392]",Image,False,7,2,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Image']","['Image', 'Other']",11,6,0.0,0.0,0.0,0.0,30,11,"['Image', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'TextButton']"
com.gotomeeting,14,729.3333333333334,1053.3333333333333,"[0, 0, 1440, 84]",Other,False,2,3,"['Other', 'Other']","['Other', 'Other', 'Other']",13,1,0.0,0.9015625,0.0,0.0,38,37,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'Image', 'TextButton', 'Other', 'Other', 'ListItem', 'Other', 'Other', 'Other', 'Other', 'Image', 'Other', 'Other', 'Toolbar', 'Other', 'Other', 'Image', 'Other', 'Image', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'Other']"
com.insplisity.healthyrecipes,2,120.0,158.66666666666669,"[43, 112, 155, 224]",Image,False,7,2,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Image']","['Image', 'Image']",11,6,0.1666666666666666,0.1666666666666666,0.1,0.1,95,2,"['Image', 'Image']"
com.insplisity.healthyrecipes,2,545.3333333333334,466.6666666666666,"[0, 252, 1440, 785]",Other,False,8,1,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']",['Other'],11,7,0.0,0.0,0.0,0.0,95,1,['Other']
com.its.rto,302,737.3333333333334,685.3333333333333,"[422, 462, 1018, 960]",Image,False,7,5,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Image']","['Image', 'Other', 'Input', 'TextButton', 'TextButton']",8,6,0.1150684931506849,0.1150684931506849,0.28023598820059,0.28023598820059,25,7,"['Image', 'Other', 'TextButton', 'Input', 'Input', 'TextButton', 'TextButton']"
com.jernung.writeit.jpn,142,276.0,182.66666666666663,"[0, 0, 1440, 84]",Other,False,2,3,"['Other', 'Other']","['Other', 'Other', 'Other']",7,1,0.0,0.9015625,0.0,0.0,11,10,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']"
com.jrinnovation.proguitartuner,1373,741.3333333333334,749.3333333333334,"[0, 364, 1440, 486]",TextButton,False,9,6,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'TextButton']","['TextButton', 'Other', 'TextButton', 'Other', 'TextButton', 'Other']",11,8,0.0,0.0019723865877712,0.0,0.0,61,24,"['TextButton', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'Other']"
com.kellytechnology.NOAA_Now,101,268.0,142.66666666666669,"[169, 125, 1216, 210]",TextButton,False,7,2,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'TextButton']","['TextButton', 'TextButton']",8,6,0.0,0.0,0.0,0.0260465116279069,22,2,"['TextButton', 'TextButton']"
com.keuwl.metronome,512,78.66666666666667,194.66666666666663,"[0, 0, 1440, 2392]",Other,False,4,1,"['Other', 'Other', 'Other', 'Other']",['Other'],4,3,0.0,0.0,0.0,0.0,5,1,['Other']
com.kmcpesh.medicalskillsproceduresfree,160,277.3333333333333,173.33333333333331,"[0, 0, 1440, 84]",Other,False,2,3,"['Other', 'Other']","['Other', 'Other', 'Other']",10,1,0.0,0.9015625,0.0,0.0,42,41,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'Other', 'TextButton', 'Other', 'TextButton', 'Other', 'TextButton', 'Other', 'TextButton', 'Other', 'TextButton', 'Other', 'TextButton', 'Other', 'TextButton', 'Other', 'TextButton', 'Other', 'TextButton', 'Other', 'TextButton', 'Other', 'TextButton', 'Advertisement', 'Other', 'Other', 'Toolbar', 'TextButton', 'Other', 'Other', 'Other', 'Other']"
com.kosherapp,713,266.66666666666663,168.0,"[0, 0, 1440, 84]",Other,False,2,3,"['Other', 'Other']","['Other', 'Other', 'Other']",13,1,0.0,0.9015625,0.0,0.0,161,160,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Toolbar', 'TextButton', 'Other', 'Image', 'Other', 'Other', 'Other', 'Other', 'Image', 'TextButton', 'Other', 'Image', 'TextButton', 'Other', 'Image', 'TextButton', 'Other', 'Image', 'TextButton', 'Other', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'Other', 'Image', 'TextButton', 'Other', 'Image', 'TextButton', 'Other', 'Image', 'TextButton', 'TextButton', 'TextButton', 'Other', 'Other', 'Image', 'Image', 'Other', 'Image', 'Other', 'Other', 'TextButton', 'Other', 'Image', 'TextButton', 'Other', 'Image', 'TextButton', 'Other', 'Image', 'TextButton', 'TextButton', 'TextButton', 'Other', 'Other', 'Image', 'Image', 'Other', 'Image', 'Other', 'Other', 'TextButton', 'Other', 'Image', 'TextButton', 'Other', 'Image', 'TextButton', 'Other', 'Image', 'TextButton', 'TextButton', 'TextButton', 'Other', 'Other', 'Image', 'Image', 'Other', 'Image', 'Other', 'Other', 'TextButton', 'Other', 'Image', 'TextButton', 'Other', 'Image', 'TextButton', 'Other', 'Image', 'TextButton', 'TextButton', 'TextButton', 'Other', 'Other', 'Image', 'Image', 'Other', 'Image', 'Other', 'Other', 'TextButton', 'Other', 'Image', 'TextButton', 'Other', 'Image', 'TextButton', 'Other', 'Image', 'TextButton', 'TextButton', 'TextButton', 'Other', 'Other', 'Image', 'Image', 'Other', 'Image', 'Other', 'Other', 'TextButton', 'Other', 'Image', 'TextButton', 'Other', 'Image', 'TextButton', 'Other', 'Image', 'TextButton', 'TextButton', 'TextButton', 'Other', 'Other', 'Image', 'Image', 'Other', 'Image', 'Other', 'TextButton', 'Advertisement', 'Other', 'WebView', 'WebView', 'Other', 'Other']"
com.Macros,115,748.0000000000001,445.3333333333333,"[0, 84, 1440, 2392]",Other,True,5,1,"['Other', 'Other', 'Other', 'Other', 'Other']",['Other'],5,4,0.0,0.0,0.0,0.0,6,1,['Other']
com.mail.emails,68,691.1999999999999,325.3333333333333,"[0, 259, 1440, 2392]",Other,True,5,2,"['Other', 'Other', 'Other', 'Other', 'Other']","['Advertisement', 'Other']",6,4,0.0758232235701906,0.0,0.0,0.0,8,3,"['Advertisement', 'Other', 'Other']"
com.mavro.emsg.lite,172,282.6666666666667,28.0,"[14, 2, 1426, 83]",TextButton,False,4,1,"['Other', 'Other', 'Other', 'TextButton']",['TextButton'],8,3,0.0227272727272727,0.0568181818181818,0.0097222222222222,0.0097222222222222,47,1,['TextButton']
com.mcdo.mcdonalds,25,616.0,185.33333333333331,"[0, 0, 1440, 84]",Other,False,2,3,"['Other', 'Other']","['Other', 'Other', 'Other']",10,1,0.0,0.9015625,0.0,0.0,64,63,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Toolbar', 'TextButton', 'Image', 'Image', 'Other', 'ListItem', 'Other', 'Other', 'Image', 'Other', 'Image', 'Other', 'Other', 'Image', 'Other', 'Image', 'Other', 'Other', 'Image', 'Other', 'Image', 'Other', 'Other', 'Image', 'Other', 'Image', 'Other', 'Other', 'Image', 'Other', 'Image', 'Other', 'Other', 'Image', 'Other', 'Image', 'Other', 'Other', 'Image', 'Other', 'Image', 'Other', 'Other', 'Image', 'Other', 'Image', 'Other', 'Other', 'Image', 'Other', 'Image', 'Other', 'Other', 'Other', 'Other', 'Other']"
com.medicalgroupsoft.medical.refdiseases.eng.free,414,304.0,177.33333333333334,"[0, 0, 1440, 84]",Other,False,2,3,"['Other', 'Other']","['Other', 'Other', 'Other']",16,1,0.0,0.9015625,0.0,0.0,108,107,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'Image', 'Other', 'Other', 'TextButton', 'Image', 'Other', 'Other', 'TextButton', 'Image', 'Other', 'Other', 'TextButton', 'Image', 'Other', 'Other', 'TextButton', 'Image', 'Other', 'Other', 'TextButton', 'Image', 'Other', 'Other', 'TextButton', 'Image', 'Other', 'Other', 'TextButton', 'Image', 'Other', 'Other', 'TextButton', 'Image', 'Other', 'Other', 'TextButton', 'Image', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'Advertisement', 'Other', 'WebView', 'WebView', 'WebView', 'WebView', 'Other', 'Toolbar', 'TextButton', 'Other', 'Image', 'Image', 'Other', 'Other', 'Other', 'Other']"
com.ml.BreitHedge,37,716.0,858.6666666666666,"[0, 0, 1440, 84]",Other,False,2,3,"['Other', 'Other']","['Other', 'Other', 'Other']",11,1,0.0,0.9015625,0.0,0.0,29,28,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'OnOffSwitch', 'Other', 'Image', 'TextButton', 'TextButton', 'Other', 'Other', 'Image', 'Other', 'TextButton', 'TextButton', 'TextButton', 'Other', 'Toolbar', 'TextButton', 'Image', 'Other', 'Other', 'Other']"
com.montunosoftware.dosecast,1,712.0,145.33333333333334,"[442, 115, 997, 191]",TextButton,False,6,1,"['Other', 'Other', 'Other', 'Other', 'Other', 'TextButton']",['TextButton'],6,5,0.2246376811594203,0.2246376811594203,0.3069444444444444,0.3076388888888889,13,1,['TextButton']
com.montunosoftware.dosecast,1,697.3333333333334,2165.333333333333,"[41, 2129, 1399, 2195]",TextButton,False,6,5,"['Other', 'Other', 'Other', 'Other', 'Other', 'TextButton']","['TextButton', 'TextButton', 'TextButton', 'TextButton', 'TextButton']",6,5,0.0129032258064516,0.0193548387096774,0.0284722222222222,0.0284722222222222,13,5,"['TextButton', 'TextButton', 'TextButton', 'TextButton', 'TextButton']"
com.muratos.learnbodyparts,1292,346.66666666666663,412.0,"[0, 0, 1440, 2560]",Other,False,5,1,"['Other', 'Other', 'Other', 'Other', 'Other']",['Other'],7,4,0.0,0.0,0.0,0.0,11,1,['Other']
com.netcosports.and.foxsports,16,714.6666666666666,302.66666666666663,"[0, 280, 1440, 378]",TextButton,False,8,4,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'TextButton']","['Toolbar', 'TextButton', 'ListItem', 'Other']",12,7,0.1170568561872909,0.7483277591973244,0.0,0.0,57,35,"['Toolbar', 'Image', 'TextButton', 'ListItem', 'Other', 'Card', 'Other', 'Image', 'Other', 'TextButton', 'Checkbox', 'Other', 'Card', 'Other', 'Image', 'Other', 'TextButton', 'Checkbox', 'Other', 'Card', 'Other', 'Image', 'Other', 'TextButton', 'Checkbox', 'Other', 'Card', 'Other', 'Image', 'Other', 'TextButton', 'Checkbox', 'Other', 'Image', 'Image']"
com.netgate,1291,662.4,224.0,"[0, 0, 1440, 84]",Other,False,2,3,"['Other', 'Other']","['Other', 'Other', 'Other']",15,1,0.0,0.9015625,0.0,0.0,78,77,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Image', 'Other', 'Other', 'Image', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Image', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']"
com.ovguide,2011,148.0,366.6666666666666,"[53, 317, 269, 410]",Other,False,11,1,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']",['Other'],18,10,0.1642857142857142,0.1714285714285714,0.0368055555555555,0.8131944444444444,299,1,['Other']
com.ovguide,2011,684.0,165.33333333333334,"[527, 92, 947, 285]",Image,True,11,2,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Image']","['Image', 'Other']",18,10,0.0380952380952381,0.0428571428571428,0.3196229648671808,0.3204798628963153,299,2,"['Image', 'Other']"
com.pandiandcode.perrankana.esecretsantapp,616,341.33333333333337,170.66666666666666,"[0, 0, 1440, 84]",Other,False,2,3,"['Other', 'Other']","['Other', 'Other', 'Other']",10,1,0.0,0.9015625,0.0,0.0,27,26,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Toolbar', 'TextButton', 'Other', 'Image', 'ListItem', 'Card', 'Image', 'Other', 'TextButton', 'TextButton', 'Card', 'Image', 'Other', 'TextButton', 'TextButton', 'Other', 'Other', 'Other']"
com.pedidosya,220,703.1999999999999,1090.6666666666663,"[0, 0, 1440, 84]",Other,False,2,3,"['Other', 'Other']","['Other', 'Other', 'Other']",13,1,0.0,0.9015625,0.0,0.0,159,158,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'Other', 'Image', 'Other', 'Toolbar', 'Image', 'Image', 'Other', 'Image', 'Image', 'Other', 'Other', 'Other', 'Image', 'Other', 'Image', 'Other', 'Image', 'Other', 'TextButton', 'TextButton', 'Other', 'Other', 'Image', 'Other', 'Other', 'Other', 'Other', 'Image', 'Other', 'Image', 'Other', 'Image', 'Other', 'Other', 'Image', 'TextButton', 'TextButton', 'TextButton', 'Image', 'Image', 'Other', 'Image', 'TextButton', 'Other', 'TextButton', 'Other', 'Other', 'TextButton', 'Image', 'TextButton', 'Image', 'TextButton', 'Image', 'TextButton', 'Image', 'Other', 'Image', 'Other', 'Other', 'Image', 'TextButton', 'Other', 'Other', 'Other', 'Other', 'Other', 'Image', 'TextButton', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'Other', 'TextButton', 'Other', 'Image', 'Image', 'TextButton', 'Other', 'Other', 'Image', 'Other', 'Other', 'Image', 'TextButton', 'Other', 'Other', 'Other', 'Image', 'TextButton', 'Other', 'Image', 'TextButton', 'TextButton', 'Image', 'Other', 'Other', 'Other', 'Other', 'Image', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'TextButton', 'Other', 'Image', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'TextButton', 'Other', 'Image', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'TextButton', 'Other', 'Image', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'TextButton', 'Other', 'Image', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'TextButton', 'Other', 'Other', 'Other']"
com.pinkapp,2358,352.0,1626.6666666666663,"[0, 0, 1440, 84]",Other,False,2,3,"['Other', 'Other']","['Other', 'Other', 'Other']",14,1,0.0,0.9015625,0.0,0.0,106,105,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Image', 'TextButton', 'Other', 'TextButton', 'Other', 'Image', 'TextButton', 'Other', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Image', 'Input', 'Image', 'Other', 'Other', 'Other', 'Image', 'TextButton', 'Other', 'Image', 'Other', 'Other', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Image', 'TextButton', 'Other', 'TextButton', 'Other', 'Image', 'TextButton', 'Other', 'TextButton', 'TextButton', 'TextButton', 'TextButton', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Image', 'Input', 'Image', 'Other', 'Other', 'Other', 'Image', 'TextButton', 'Other', 'Image', 'Other', 'Toolbar', 'Image', 'Other', 'Image', 'Other', 'Other', 'Other', 'Other']"
com.pinkpower.freemov,631,493.33333333333337,176.0,"[0, 0, 1440, 84]",Other,False,2,3,"['Other', 'Other']","['Other', 'Other', 'Other']",13,1,0.0,0.9015625,0.0,0.0,75,74,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Advertisement', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Toolbar', 'TextButton', 'Other', 'Image', 'Image', 'Other', 'Image', 'Other', 'Other', 'Other', 'Image', 'TextButton', 'Image', 'Other', 'Other', 'Image', 'Other', 'Other', 'TextButton', 'Image', 'Other', 'TextButton', 'Image', 'Other', 'TextButton', 'Image', 'Other', 'TextButton', 'Image', 'Other', 'TextButton', 'Image', 'Other', 'TextButton', 'Image', 'Other', 'TextButton', 'Image', 'Other', 'TextButton', 'Image', 'Other', 'TextButton', 'Image', 'Other', 'TextButton', 'Image', 'Other', 'TextButton', 'Image', 'Other', 'TextButton', 'Image', 'Other', 'Other']"
com.poshmark.app,1,590.6666666666667,248.0,"[326, 189, 1114, 343]",Image,False,8,9,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Image']","['Image', 'Other', 'Other', 'Other', 'Other', 'Image', 'Other', 'Other', 'Other']",8,7,0.0454939341421143,0.0303292894280762,0.2263888888888889,0.2263888888888889,42,9,"['Image', 'Other', 'Other', 'Other', 'Other', 'Image', 'Other', 'Other', 'Other']"
